url	code	final_url	error	ids
https://docs.github.com/en/copilot	200	https://docs.github.com/en/copilot		gh_copilot_docs_hub
https://docs.github.com/en/copilot/reference/copilot-feature-matrix	200	https://docs.github.com/en/copilot/reference/copilot-feature-matrix		gh_copilot_feature_matrix
https://github.blog/changelog/label/copilot/feed/	200	https://github.blog/changelog/label/copilot/feed/		gh_copilot_changelog_rss
https://github.com/features/preview	200	https://github.com/features/preview		gh_features_preview
https://github.com/customer-terms/updates	200	https://github.com/customer-terms/updates		gh_customer_terms_updates
https://docs.github.com/en/copilot/get-started/what-is-github-copilot	200	https://docs.github.com/en/copilot/get-started/what-is-github-copilot		gh_copilot_what_is
https://docs.github.com/en/copilot/how-tos/set-up/install-copilot-extension	200	https://docs.github.com/en/copilot/how-tos/set-up/install-copilot-extension		gh_copilot_install_extension
https://docs.github.com/en/copilot/reference/custom-instructions-support	200	https://docs.github.com/en/copilot/reference/custom-instructions-support		gh_copilot_custom_instructions_support
https://docs.github.com/en/copilot/concepts/prompting/response-customization	200	https://docs.github.com/en/copilot/concepts/prompting/response-customization		gh_copilot_response_customization
https://docs.github.com/en/copilot/tutorials/customization-library/prompt-files/your-first-prompt-file	200	https://docs.github.com/en/copilot/tutorials/customization-library/prompt-files/your-first-prompt-file		gh_copilot_prompt_files_tutorial
https://github.blog/changelog/2026-01-29-closing-down-notice-of-legacy-copilot-metrics-apis/	200	https://github.blog/changelog/2026-01-29-closing-down-notice-of-legacy-copilot-metrics-apis/		gh_changelog_legacy_copilot_metrics_retirement
https://docs.github.com/en/copilot/concepts/copilot-usage-metrics/copilot-metrics	200	https://docs.github.com/en/copilot/concepts/copilot-usage-metrics/copilot-metrics		gh_copilot_usage_metrics_concepts
https://docs.github.com/en/rest/copilot/copilot-usage-metrics	200	https://docs.github.com/en/enterprise-cloud@latest/rest/copilot/copilot-usage-metrics		gh_copilot_usage_metrics_rest_api
https://docs.github.com/en/enterprise-cloud@latest/rest/copilot/copilot-usage-metrics	200	https://docs.github.com/en/enterprise-cloud@latest/rest/copilot/copilot-usage-metrics		gh_copilot_usage_metrics_rest_api
https://docs.github.com/en/copilot/get-started/plans	200	https://docs.github.com/en/copilot/get-started/plans		gh_copilot_plans
https://code.visualstudio.com/docs/copilot/overview	200	https://code.visualstudio.com/docs/copilot/overview		vscode_copilot_overview_docs
https://code.visualstudio.com/docs/copilot/setup	200	https://code.visualstudio.com/docs/copilot/setup		vscode_copilot_setup_docs
https://code.visualstudio.com/updates/	200	https://code.visualstudio.com/updates/v1_109		vscode_updates
https://code.visualstudio.com/updates/v1_109	200	https://code.visualstudio.com/updates/v1_109		vscode_updates
https://update.code.visualstudio.com/api/releases/stable	200	https://update.code.visualstudio.com/api/releases/stable		vscode_releases_stable_api
https://update.code.visualstudio.com/api/releases/insider	200	https://update.code.visualstudio.com/api/releases/insider		vscode_releases_insider_api
https://marketplace.visualstudio.com/items?itemName=GitHub.copilot-chat	200	https://marketplace.visualstudio.com/items?itemName=GitHub.copilot-chat		vscode_copilot_chat_marketplace
https://learn.microsoft.com/en-us/visualstudio/ide/visual-studio-github-copilot-install-and-states	200	https://learn.microsoft.com/en-us/visualstudio/ide/visual-studio-github-copilot-install-and-states?view=visualstudio		visual_studio_copilot_install
https://learn.microsoft.com/en-us/visualstudio/releases/2026/release-notes	200	https://learn.microsoft.com/en-us/visualstudio/releases/2026/release-notes		visual_studio_release_notes_2026
https://learn.microsoft.com/en-us/visualstudio/releases/2022/release-notes#github-copilot	200	https://learn.microsoft.com/en-us/visualstudio/releases/2022/release-notes#github-copilot		visual_studio_release_notes_2022
https://plugins.jetbrains.com/plugin/17718-github-copilot	200	https://plugins.jetbrains.com/plugin/17718-github-copilot--your-ai-pair-programmer		jetbrains_copilot_marketplace
https://plugins.jetbrains.com/plugin/17718-github-copilot/versions/stable	200	https://plugins.jetbrains.com/plugin/17718-github-copilot--your-ai-pair-programmer/versions/stable		jetbrains_copilot_versions_stable
https://plugins.jetbrains.com/api/plugins/17718/updates?channel=&size=10	200	https://plugins.jetbrains.com/api/plugins/17718/updates?channel=&size=10		jetbrains_plugin_updates_api
https://github.com/github/CopilotForXcode	200	https://github.com/github/CopilotForXcode		xcode_copilot_repo
https://github.com/github/CopilotForXcode/releases	200	https://github.com/github/CopilotForXcode/releases		xcode_copilot_releases
https://github.com/github/CopilotForXcode/blob/main/ReleaseNotes.md	200	https://github.com/github/CopilotForXcode/blob/main/ReleaseNotes.md		xcode_copilot_release_notes_md
https://raw.githubusercontent.com/github/CopilotForXcode/main/ReleaseNotes.md	200	https://raw.githubusercontent.com/github/CopilotForXcode/main/ReleaseNotes.md		xcode_copilot_release_notes_md
https://marketplace.eclipse.org/content/github-copilot#details	200	https://marketplace.eclipse.org/content/github-copilot#details		eclipse_copilot_marketplace
https://azuredownloads-g3ahgwb5b8bkbxhd.b01.azurefd.net/github-copilot/	404	https://azuredownloads-g3ahgwb5b8bkbxhd.b01.azurefd.net/github-copilot/	HTTP Error 404: The specified resource does not exist.	eclipse_copilot_update_site
https://docs.github.com/en/copilot/concepts/agents/about-copilot-cli	200	https://docs.github.com/en/copilot/concepts/agents/about-copilot-cli		copilot_cli_docs_about
https://docs.github.com/en/copilot/how-tos/copilot-cli/install-copilot-cli	200	https://docs.github.com/en/copilot/how-tos/copilot-cli/install-copilot-cli		copilot_cli_docs_install
https://docs.github.com/en/copilot/how-tos/copilot-cli/cli-getting-started	200	https://docs.github.com/en/copilot/how-tos/copilot-cli/cli-getting-started		copilot_cli_docs_install
https://docs.github.com/en/copilot/how-tos/use-copilot-for-common-tasks/use-copilot-in-the-cli	200	https://docs.github.com/en/copilot/how-tos/use-copilot-for-common-tasks/use-copilot-in-the-cli		copilot_cli_docs_use
https://cli.github.com/manual/gh_copilot	200	https://cli.github.com/manual/gh_copilot		copilot_cli_docs_use
https://github.com/github/copilot-cli/releases	200	https://github.com/github/copilot-cli/releases		copilot_cli_releases
https://github.com/github/copilot.vim	200	https://github.com/github/copilot.vim		neovim_copilot_vim
https://docs.github.com/en/copilot/how-tos/chat-with-copilot/chat-in-mobile	200	https://docs.github.com/en/copilot/how-tos/chat-with-copilot/chat-in-mobile		github_mobile_copilot_docs
https://docs.github.com/en/copilot/how-tos/chat-with-copilot/chat-in-windows-terminal	200	https://docs.github.com/en/copilot/how-tos/chat-with-copilot/chat-in-windows-terminal		windows_terminal_copilot_docs
https://learn.microsoft.com/en-us/azure-data-studio/extensions/github-copilot-extension-overview	200	https://learn.microsoft.com/en-us/azure-data-studio/extensions/github-copilot-extension-overview		azure_data_studio_copilot_docs
https://github.blog/changelog/2026-01-16-github-copilot-now-supports-opencode/	200	https://github.blog/changelog/2026-01-16-github-copilot-now-supports-opencode/		gh_changelog_opencode_support
https://opencode.ai/docs	200	https://opencode.ai/docs		opencode_docs
https://github.com/anomalyco/opencode	200	https://github.com/anomalyco/opencode		opencode_repo
https://github.com/anomalyco/opencode/releases	200	https://github.com/anomalyco/opencode/releases		opencode_releases
https://github.com/opencode-ai/opencode	200	https://github.com/opencode-ai/opencode		opencode_legacy_archived_repo
https://github.com/github/gh-aw	200	https://github.com/github/gh-aw		gh_aw_repo
https://github.github.io/gh-aw/	200	https://github.github.io/gh-aw/		gh_aw_docs
https://github.github.io/gh-aw/blog/rss.xml	200	https://github.github.io/gh-aw/blog/rss.xml		gh_aw_blog_feed
https://github.com/ShepAlderson/copilot-orchestra	200	https://github.com/ShepAlderson/copilot-orchestra		copilot_orchestra_repo
https://github.com/digitarald/loop-agent	200	https://github.com/digitarald/loop-agent		loop_agent_repo
https://github.com/github/spec-kit	200	https://github.com/github/spec-kit		spec_kit_repo
https://github.github.io/spec-kit/	200	https://github.github.io/spec-kit/		spec_kit_docs
https://github.com/bmad-code-org/BMAD-METHOD	200	https://github.com/bmad-code-org/BMAD-METHOD		bmad_method_repo
http://docs.bmad-method.org	200	http://docs.bmad-method.org		bmad_method_docs
https://github.com/modelcontextprotocol/modelcontextprotocol	200	https://github.com/modelcontextprotocol/modelcontextprotocol		mcp_spec_repo
https://modelcontextprotocol.io	200	https://modelcontextprotocol.io/docs/getting-started/intro		mcp_docs_site
https://modelcontextprotocol.io/specification/latest	200	https://modelcontextprotocol.io/specification/2025-11-25		mcp_docs_site
https://github.com/promptfoo/promptfoo	200	https://github.com/promptfoo/promptfoo		promptfoo_repo
https://github.com/openai/evals	200	https://github.com/openai/evals		openai_evals_repo
https://github.com/SWE-bench/SWE-bench	200	https://github.com/SWE-bench/SWE-bench		swe_bench_repo
https://github.com/genai-works-org/genai-agentos	200	https://github.com/genai-works-org/genai-agentos		agentos_genai_works_repo
https://github.com/agentos-project/agentos	200	https://github.com/agentos-project/agentos		agentos_project_legacy_repo
https://agentconfig.org/	200	https://agentconfig.org/		agentconfig_site
https://agentconfig.org/llms.txt	200	https://agentconfig.org/llms.txt		agentconfig_llms_index
https://agentskills.io	200	https://agentskills.io/home		agentskills_site
https://agentskills.io/llms.txt	200	https://agentskills.io/llms.txt		agentskills_site
https://agentskills.io/specification.md	200	https://agentskills.io/specification.md		agentskills_spec
https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices	200	https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices		anthropic_prompt_best_practices
https://platform.claude.com/docs/en/about-claude/models/whats-new-claude-4-6	200	https://platform.claude.com/docs/en/about-claude/models/whats-new-claude-4-6		anthropic_models_whats_new
https://developers.openai.com/cookbook/examples/evaluation/building_resilient_prompts_using_an_evaluation_flywheel	200	https://developers.openai.com/cookbook/examples/evaluation/building_resilient_prompts_using_an_evaluation_flywheel		openai_eval_flywheel
https://github.github.io/gh-aw/blog/2026-01-12-welcome-to-pelis-agent-factory/	200	https://github.github.io/gh-aw/blog/2026-01-12-welcome-to-pelis-agent-factory/		pelis_agent_factory_post
https://jonmagic.com/posts/turning-agent-misses-into-systemic-improvements/	200	https://jonmagic.com/posts/turning-agent-misses-into-systemic-improvements/		jonmagic_systemic_improvements_post
